2022 Federal Election House of Representatives First Preferences By Candidate By Vote Type [Event:27966 Phase:FinalResults Generated:2022-07-19T10:29:59 Cycle:06578790-03c6-4cf4-b786-103cfb915abd Created:2022-07-19T10:24:10 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.9.9.0]
StateAb,DivisionID,DivisionNm,CandidateID,Surname,GivenNm,BallotPosition,Elected,HistoricElected,PartyAb,PartyNm,OrdinaryVotes,AbsentVotes,ProvisionalVotes,PrePollVotes,PostalVotes,TotalVotes,Swing
WA,247,Swan,36607,McSWEENEY,Kristy,8,N,N,LP,Liberal,22393,1360,115,1806,6422,32096,-12.65
WA,247,Swan,36631,UINK,Clint,9,N,N,GRN,The Greens (WA),10862,1196,103,820,1880,14861,2.86
WA,247,Swan,36535,GOWER,Dena,10,N,N,AUC,Australian Christians,1362,135,9,119,305,1930,0.2
WA,247,Swan,999,Informal,Informal,999,N,N,,Informal,4241,399,34,300,571,5545,-0.59
WA,248,Tangney,37422,CHANG,Tshung-Hui,1,N,N,ON,Pauline Hanson's One Nation,1609,213,12,140,314,2288,-0.28
WA,248,Tangney,37852,GILLETT,Jay Dean,2,N,N,WAP,WESTERN AUSTRALIA PARTY,1418,144,4,106,424,2096,0.73
WA,248,Tangney,36548,STAER,Mark,3,N,N,AUC,Australian Christians,1775,102,2,112,490,2481,0.05
WA,248,Tangney,36520,MARK,Travis Llewellyn,4,N,N,UAPP,United Australia Party,1297,111,9,106,198,1721,0.28
WA,248,Tangney,37337,LIM,Sam,5,Y,N,ALP,Australian Labor Party,30926,1475,122,1633,6784,40940,10.12
WA,248,Tangney,36608,MORTON,Ben,6,N,Y,LP,Liberal,31507,1234,86,1752,8429,43008,-11.32
WA,248,Tangney,37302,FOWLER,Brent,7,N,N,CYA,Australian Federation Party,790,56,7,52,123,1028,0.96
WA,248,Tangney,37283,HOLROYD,Jacqueline,8,N,N,LDP,Liberal Democrats,825,68,5,50,162,1110,1.03
WA,248,Tangney,36635,ABDUL RAZAK,Adam,9,N,N,GRN,The Greens (WA),9396,1031,61,705,1683,12876,1.09
WA,248,Tangney,999,Informal,Informal,999,N,N,,Informal,3350,249,26,172,474,4271,-0.78
